Tags	GO ID	GO Name	GO Category	FDR	P-Value	Nr Test	Nr Reference	Non Annot Test	Non Annot Reference
[OVER]	GO:0002431	Fc receptor mediated stimulatory signaling pathway	BIOLOGICAL_PROCESS	2.6734066811087985E-6	1.0277035947669856E-8	11	141	93	14389
[OVER]	GO:0080134	regulation of response to stress	BIOLOGICAL_PROCESS	2.9075545630607364E-6	1.1292369008043125E-8	46	2845	58	11685
[OVER]	GO:0030595	leukocyte chemotaxis	BIOLOGICAL_PROCESS	3.0169375828485496E-6	1.1836754278207364E-8	17	422	87	14108
[OVER]	GO:0030888	regulation of B cell proliferation	BIOLOGICAL_PROCESS	3.8032913952186983E-6	1.5072688127526248E-8	10	112	94	14418
[OVER]	GO:0060326	cell chemotaxis	BIOLOGICAL_PROCESS	3.898901968035863E-6	1.560611495944288E-8	20	611	84	13919
[OVER]	GO:0002699	positive regulation of immune effector process	BIOLOGICAL_PROCESS	4.083282971091363E-6	1.650595898431891E-8	17	432	87	14098
[OVER]	GO:0017124	SH3 domain binding	MOLECULAR_FUNCTION	4.151179468946811E-6	1.694493263985739E-8	14	276	90	14254
[OVER]	GO:0032743	positive regulation of interleukin-2 production	BIOLOGICAL_PROCESS	4.206982582421333E-6	1.7339443925487206E-8	9	83	95	14447
[OVER]	GO:0030054	cell junction	CELLULAR_COMPONENT	5.072493337262815E-6	2.110774780694311E-8	56	4029	48	10501
[OVER]	GO:0019221	cytokine-mediated signaling pathway	BIOLOGICAL_PROCESS	5.0830388663716734E-6	2.1353074142408648E-8	23	827	81	13703
[OVER]	GO:0034142	toll-like receptor 4 signaling pathway	BIOLOGICAL_PROCESS	5.388488735518022E-6	2.2849771913780698E-8	8	59	96	14471
[OVER]	GO:0007229	integrin-mediated signaling pathway	BIOLOGICAL_PROCESS	6.702067331273376E-6	2.8685581253815423E-8	12	197	92	14333
[OVER]	GO:0071216	cellular response to biotic stimulus	BIOLOGICAL_PROCESS	7.017825462656456E-6	3.031518152536574E-8	17	451	87	14079
[OVER]	GO:0097529	myeloid leukocyte migration	BIOLOGICAL_PROCESS	8.418562711263803E-6	3.669963532830097E-8	16	400	88	14130
[OVER]	GO:0022407	regulation of cell-cell adhesion	BIOLOGICAL_PROCESS	8.468099197482847E-6	3.725117944440201E-8	25	1002	79	13528
[OVER]	GO:0001772	immunological synapse	CELLULAR_COMPONENT	8.907758076995674E-6	3.953825960541812E-8	9	92	95	14438
[OVER]	GO:0032615	interleukin-12 production	BIOLOGICAL_PROCESS	1.0486774878097011E-5	4.6962531653983366E-8	9	94	95	14436
[OVER]	GO:0050869	negative regulation of B cell activation	BIOLOGICAL_PROCESS	1.2484518945858182E-5	5.6403723688338E-8	8	67	96	14463
[OVER]	GO:0045076	regulation of interleukin-2 biosynthetic process	BIOLOGICAL_PROCESS	1.263583225142512E-5	5.758810719747508E-8	6	24	98	14506
[OVER]	GO:0030183	B cell differentiation	BIOLOGICAL_PROCESS	1.2658957162206348E-5	5.819518213513797E-8	14	306	90	14224
[OVER]	GO:0006950	response to stress	BIOLOGICAL_PROCESS	1.2910067313810128E-5	5.98612085648074E-8	74	6522	30	8008
[OVER]	GO:0035556	intracellular signal transduction	BIOLOGICAL_PROCESS	1.5554973902871997E-5	7.274152580108968E-8	59	4532	45	9998
[OVER]	GO:0046634	regulation of alpha-beta T cell activation	BIOLOGICAL_PROCESS	1.588835835820997E-5	7.49302359856928E-8	12	216	92	14314
[OVER]	GO:0051270	regulation of cellular component movement	BIOLOGICAL_PROCESS	1.5997655160070214E-5	7.607968213087725E-8	42	2598	62	11932
[OVER]	GO:0050866	negative regulation of cell activation	BIOLOGICAL_PROCESS	1.6097849489271188E-5	7.71941421234817E-8	16	423	88	14107
[OVER]	GO:0045580	regulation of T cell differentiation	BIOLOGICAL_PROCESS	1.6701663259720337E-5	8.075151260991089E-8	15	368	89	14162
[OVER]	GO:0030334	regulation of cell migration	BIOLOGICAL_PROCESS	1.694659426275834E-5	8.260734333290832E-8	38	2201	66	12329
[OVER]	GO:0001784	phosphotyrosine residue binding	MOLECULAR_FUNCTION	1.6969692490992347E-5	8.339376104627545E-8	9	101	95	14429
[OVER]	GO:0032663	regulation of interleukin-2 production	BIOLOGICAL_PROCESS	1.6969692490992347E-5	8.406497687052841E-8	10	136	94	14394
[OVER]	GO:0042094	interleukin-2 biosynthetic process	BIOLOGICAL_PROCESS	1.7399427851183875E-5	8.688336342286563E-8	6	26	98	14504
[OVER]	GO:0071345	cellular response to cytokine stimulus	BIOLOGICAL_PROCESS	1.88269890720254E-5	9.475796029593097E-8	33	1736	71	12794
[OVER]	GO:0002695	negative regulation of leukocyte activation	BIOLOGICAL_PROCESS	1.949510248742623E-5	9.8893239741234E-8	15	374	89	14156
[OVER]	GO:0045121	membrane raft	CELLULAR_COMPONENT	1.968561354605413E-5	1.006398029342917E-7	23	902	81	13628
[OVER]	GO:0098857	membrane microdomain	CELLULAR_COMPONENT	2.0312681417178012E-5	1.0465059977938183E-7	23	904	81	13626
[OVER]	GO:0050871	positive regulation of B cell activation	BIOLOGICAL_PROCESS	2.0904111696486138E-5	1.0852608220345121E-7	10	140	94	14390
[OVER]	GO:0030097	hemopoiesis	BIOLOGICAL_PROCESS	2.136930134578143E-5	1.1178804651223195E-7	36	2031	68	12499
[OVER]	GO:0050790	regulation of catalytic activity	BIOLOGICAL_PROCESS	2.2311414285216467E-5	1.176006856074898E-7	51	3627	53	10903
[OVER]	GO:0032753	positive regulation of interleukin-4 production	BIOLOGICAL_PROCESS	2.4003685563940653E-5	1.2747171820901388E-7	6	28	98	14502
[OVER]	GO:0048534	hematopoietic or lymphoid organ development	BIOLOGICAL_PROCESS	2.4417016111753035E-5	1.3063437463189712E-7	37	2141	67	12389
[OVER]	GO:0042035	regulation of cytokine biosynthetic process	BIOLOGICAL_PROCESS	2.4946993574814235E-5	1.3445849190245853E-7	11	184	93	14346
[OVER]	GO:0045089	positive regulation of innate immune response	BIOLOGICAL_PROCESS	2.5283291000563752E-5	1.37273049858409E-7	12	229	92	14301
[OVER]	GO:0032623	interleukin-2 production	BIOLOGICAL_PROCESS	2.7019054330239323E-5	1.4776798230781224E-7	10	145	94	14385
[OVER]	GO:0098589	membrane region	CELLULAR_COMPONENT	2.7912673421252843E-5	1.5376140790053284E-7	23	924	81	13606
[OVER]	GO:0034097	response to cytokine	BIOLOGICAL_PROCESS	2.8875844873344853E-5	1.602115595556723E-7	35	1964	69	12566
[OVER]	GO:0002886	regulation of myeloid leukocyte mediated immunity	BIOLOGICAL_PROCESS	2.948967282913754E-5	1.6478594970508434E-7	9	110	95	14420
[OVER]	GO:0098552	side of membrane	CELLULAR_COMPONENT	3.0201490970343717E-5	1.7132461984087753E-7	24	1007	80	13523
[OVER]	GO:0070161	anchoring junction	CELLULAR_COMPONENT	3.0201490970343717E-5	1.7235424641261426E-7	33	1781	71	12749
[OVER]	GO:0071222	cellular response to lipopolysaccharide	BIOLOGICAL_PROCESS	3.0201490970343717E-5	1.7217030495071682E-7	15	391	89	14139
[OVER]	GO:0018108	peptidyl-tyrosine phosphorylation	BIOLOGICAL_PROCESS	3.1087702655758294E-5	1.7864371597055255E-7	19	643	85	13887
[OVER]	GO:0018212	peptidyl-tyrosine modification	BIOLOGICAL_PROCESS	3.311160745950193E-5	1.915862041408981E-7	19	646	85	13884
[OVER]	GO:0044093	positive regulation of molecular function	BIOLOGICAL_PROCESS	3.314637620794906E-5	1.931009908678521E-7	48	3338	56	11192
[OVER]	GO:0002224	toll-like receptor signaling pathway	BIOLOGICAL_PROCESS	3.334802437942427E-5	1.9559733714400948E-7	12	237	92	14293
[OVER]	GO:2000145	regulation of cell motility	BIOLOGICAL_PROCESS	3.3643911537547114E-5	1.9866614429891492E-7	38	2276	66	12254
[OVER]	GO:0001891	phagocytic cup	CELLULAR_COMPONENT	4.174957033303581E-5	2.5149346849845217E-7	9	116	95	14414
[OVER]	GO:1903706	regulation of hemopoiesis	BIOLOGICAL_PROCESS	4.174957033303581E-5	2.4857205254974147E-7	24	1028	80	13502
[OVER]	GO:0045058	T cell selection	BIOLOGICAL_PROCESS	4.174957033303581E-5	2.5149346849845217E-7	9	116	95	14414
[OVER]	GO:0051250	negative regulation of lymphocyte activation	BIOLOGICAL_PROCESS	4.285636157532791E-5	2.6155747166807347E-7	13	294	91	14236
[OVER]	GO:0048583	regulation of response to stimulus	BIOLOGICAL_PROCESS	4.285636157532791E-5	2.60612889469552E-7	75	6866	29	7664
[OVER]	GO:0032649	regulation of interferon-gamma production	BIOLOGICAL_PROCESS	4.8296008491888785E-5	2.9667028558803007E-7	10	157	94	14373
[OVER]	GO:0002520	immune system development	BIOLOGICAL_PROCESS	5.049301415907599E-5	3.132639330373487E-7	37	2216	67	12314
[OVER]	GO:0050730	regulation of peptidyl-tyrosine phosphorylation	BIOLOGICAL_PROCESS	5.049301415907599E-5	3.1535431511122227E-7	17	534	87	13996
[OVER]	GO:1902105	regulation of leukocyte differentiation	BIOLOGICAL_PROCESS	5.049301415907599E-5	3.161691529795905E-7	19	668	85	13862
[OVER]	GO:0031347	regulation of defense response	BIOLOGICAL_PROCESS	5.1554106499668156E-5	3.2894269989484296E-7	25	1125	79	13405
[OVER]	GO:0042089	cytokine biosynthetic process	BIOLOGICAL_PROCESS	5.1554106499668156E-5	3.2751998899126156E-7	11	202	93	14328
[OVER]	GO:0042107	cytokine metabolic process	BIOLOGICAL_PROCESS	5.1554106499668156E-5	3.2751998899126156E-7	11	202	93	14328
[OVER]	GO:0071219	cellular response to molecule of bacterial origin	BIOLOGICAL_PROCESS	5.7708135474160736E-5	3.7049569796750443E-7	15	416	89	14114
[OVER]	GO:0002285	lymphocyte activation involved in immune response	BIOLOGICAL_PROCESS	6.0545862583007785E-5	3.91113843024225E-7	13	305	91	14225
[OVER]	GO:0043551	regulation of phosphatidylinositol 3-kinase activity	BIOLOGICAL_PROCESS	6.0960452390476783E-5	4.0051682575525064E-7	9	123	95	14407
[OVER]	GO:0098609	cell-cell adhesion	BIOLOGICAL_PROCESS	6.0960452390476783E-5	3.9788457125326753E-7	31	1660	73	12870
[OVER]	GO:0022603	regulation of anatomical structure morphogenesis	BIOLOGICAL_PROCESS	6.0960452390476783E-5	4.010397137407025E-7	44	2971	60	11559
[OVER]	GO:0060333	interferon-gamma-mediated signaling pathway	BIOLOGICAL_PROCESS	6.41956273627467E-5	4.248670300629612E-7	8	89	96	14441
[OVER]	GO:0002833	positive regulation of response to biotic stimulus	BIOLOGICAL_PROCESS	6.502692136295466E-5	4.3294585617946275E-7	14	363	90	14167
[OVER]	GO:0002223	stimulatory C-type lectin receptor signaling pathway	BIOLOGICAL_PROCESS	6.826826936723009E-5	4.5993761314267486E-7	8	90	96	14440
[OVER]	GO:0032655	regulation of interleukin-12 production	BIOLOGICAL_PROCESS	6.826826936723009E-5	4.5993761314267486E-7	8	90	96	14440
[OVER]	GO:0040012	regulation of locomotion	BIOLOGICAL_PROCESS	6.91844355036994E-5	4.710449612061364E-7	40	2560	64	11970
[OVER]	GO:0048584	positive regulation of response to stimulus	BIOLOGICAL_PROCESS	6.91844355036994E-5	4.715936633232788E-7	55	4261	49	10269
[OVER]	GO:0045082	positive regulation of interleukin-10 biosynthetic process	BIOLOGICAL_PROCESS	7.134741617287639E-5	4.891651011733687E-7	4	6	100	14524
[OVER]	GO:0009611	response to wounding	BIOLOGICAL_PROCESS	7.364015447698903E-5	5.078027534972493E-7	30	1587	74	12943
[OVER]	GO:0045309	protein phosphorylated amino acid binding	MOLECULAR_FUNCTION	8.95209796039118E-5	6.208604379457284E-7	9	130	95	14400
[OVER]	GO:0051272	positive regulation of cellular component movement	BIOLOGICAL_PROCESS	8.961600438960034E-5	6.250710090979931E-7	29	1512	75	13018
[OVER]	GO:0046578	regulation of Ras protein signal transduction	BIOLOGICAL_PROCESS	9.50195352351302E-5	6.665262844932448E-7	16	499	88	14031
[OVER]	GO:0002220	innate immune response activating cell surface receptor signaling pathway	BIOLOGICAL_PROCESS	9.56732590687065E-5	6.749035039127236E-7	8	95	96	14435
[OVER]	GO:0032613	interleukin-10 production	BIOLOGICAL_PROCESS	9.640285486804178E-5	6.838707653223747E-7	7	64	97	14466
[OVER]	GO:0032103	positive regulation of response to external stimulus	BIOLOGICAL_PROCESS	9.708219372060612E-5	6.925373467169619E-7	23	1008	81	13522
[OVER]	GO:0034121	regulation of toll-like receptor signaling pathway	BIOLOGICAL_PROCESS	1.0365385105089872E-4	7.435242357314893E-7	9	133	95	14397
[OVER]	GO:0032729	positive regulation of interferon-gamma production	BIOLOGICAL_PROCESS	1.0845365280064683E-4	7.822520037140936E-7	8	97	96	14433
[OVER]	GO:0032673	regulation of interleukin-4 production	BIOLOGICAL_PROCESS	1.1425710161373E-4	8.286390677015254E-7	6	40	98	14490
[OVER]	GO:0030335	positive regulation of cell migration	BIOLOGICAL_PROCESS	1.221912128098732E-4	8.910229919952708E-7	27	1360	77	13170
[OVER]	GO:0045577	regulation of B cell differentiation	BIOLOGICAL_PROCESS	1.240399766976418E-4	9.094200328563283E-7	7	67	97	14463
[OVER]	GO:0019903	protein phosphatase binding	MOLECULAR_FUNCTION	1.2768815077806935E-4	9.412276005516942E-7	15	449	89	14081
[OVER]	GO:0065009	regulation of molecular function	BIOLOGICAL_PROCESS	1.328531954137332E-4	9.84565748914838E-7	60	4982	44	9548
[OVER]	GO:0005925	focal adhesion	CELLULAR_COMPONENT	1.333210087425895E-4	9.933162780330053E-7	15	451	89	14079
[OVER]	GO:0051336	regulation of hydrolase activity	BIOLOGICAL_PROCESS	1.349403725299588E-4	1.0107292199961246E-6	35	2121	69	12409
