Tags	GO ID	GO Name	GO Category	FDR	P-Value	Nr Test	Nr Reference	Non Annot Test	Non Annot Reference
[OVER]	GO:0042754	negative regulation of circadian rhythm	BIOLOGICAL_PROCESS	0.024774817689777042	1.6278577171085294E-4	5	40	164	14425
[OVER]	GO:0008502	melatonin receptor activity	MOLECULAR_FUNCTION	0.02572453424274299	1.7106245063255312E-4	3	7	166	14458
[OVER]	GO:0018298	protein-chromophore linkage	BIOLOGICAL_PROCESS	0.026857388390717128	1.7965874913043042E-4	4	21	165	14444
[OVER]	GO:0070243	regulation of thymocyte apoptotic process	BIOLOGICAL_PROCESS	0.026890801545699762	1.809466538461431E-4	5	41	164	14424
[OVER]	GO:0048535	lymph node development	BIOLOGICAL_PROCESS	0.028982686434993476	2.0061353259344798E-4	5	42	164	14423
[OVER]	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	MOLECULAR_FUNCTION	0.02947676578011959	2.0534795666961084E-4	17	531	152	13934
[OVER]	GO:0045944	positive regulation of transcription by RNA polymerase II	BIOLOGICAL_PROCESS	0.031397677911053225	2.2121543176723696E-4	41	2001	128	12464
[OVER]	GO:0050796	regulation of insulin secretion	BIOLOGICAL_PROCESS	0.03257457417780207	2.3337547206230897E-4	17	537	152	13928
[OVER]	GO:0034634	glutathione transmembrane transporter activity	MOLECULAR_FUNCTION	0.03257457417780207	2.332166870790348E-4	3	8	166	14457
[OVER]	GO:0045187	regulation of circadian sleep/wake cycle, sleep	BIOLOGICAL_PROCESS	0.03323327221020086	2.3941005154593716E-4	7	100	162	14365
[OVER]	GO:0060850	regulation of transcription involved in cell fate commitment	BIOLOGICAL_PROCESS	0.033583337644995055	2.432611933594876E-4	6	70	163	14395
[OVER]	GO:0046549	retinal cone cell development	BIOLOGICAL_PROCESS	0.03361133811022643	2.447944194221684E-4	5	44	164	14421
[OVER]	GO:0000122	negative regulation of transcription by RNA polymerase II	BIOLOGICAL_PROCESS	0.035827698348512065	2.623545042144843E-4	35	1617	134	12848
[OVER]	GO:0006006	glucose metabolic process	BIOLOGICAL_PROCESS	0.03788641418178661	2.8342828848787477E-4	15	444	154	14021
[OVER]	GO:0007381	specification of segmental identity, labial segment	BIOLOGICAL_PROCESS	0.039945701783512325	3.083206082878762E-4	3	9	166	14456
[OVER]	GO:0070233	negative regulation of T cell apoptotic process	BIOLOGICAL_PROCESS	0.041823253513429255	3.244679262441472E-4	5	47	164	14418
[OVER]	GO:0070965	positive regulation of neutrophil mediated killing of fungus	BIOLOGICAL_PROCESS	0.04817652251491195	3.947332235824404E-4	2	1	167	14464
[OVER]	GO:0021692	cerebellar Purkinje cell layer morphogenesis	BIOLOGICAL_PROCESS	0.04817652251491195	3.9300786518932975E-4	6	77	163	14388
[OVER]	GO:0010133	proline catabolic process to glutamate	BIOLOGICAL_PROCESS	0.04817652251491195	3.947332235824404E-4	2	1	167	14464
[OVER]	GO:0050980	detection of light stimulus involved in magnetoreception	BIOLOGICAL_PROCESS	0.04817652251491195	3.947332235824404E-4	2	1	167	14464
[OVER]	GO:0045599	negative regulation of fat cell differentiation	BIOLOGICAL_PROCESS	0.04817652251491195	3.8386357122529083E-4	8	144	161	14321
[OVER]	GO:0003914	DNA (6-4) photolyase activity	MOLECULAR_FUNCTION	0.04817652251491195	3.947332235824404E-4	2	1	167	14464
[OVER]	GO:0009882	blue light photoreceptor activity	MOLECULAR_FUNCTION	0.04817652251491195	3.947332235824404E-4	2	1	167	14464
